Rank,Team,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Opp FG,Opp FGA,Opp FG%,Opp 2P,Opp 2PA,Opp 2P%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Opp PTS,gameid,Win?
11123,vanderbilt,200,31,59,0.525,20,34,0.588,11,25,0.44,8,9,0.889,6,12,18,13,6,2,7,11,81,35,63,0.556,27,40,0.675,8,23,0.348,0,0,0,12,21,33,18,5,3,12,10,78,127201867,1
11124,utah,200,24,54,0.444,17,35,0.486,7,19,0.368,18,21,0.857,3,15,18,13,4,2,8,15,73,29,45,0.644,19,29,0.655,10,16,0.625,6,11,0.545,1,24,25,19,3,7,15,22,74,127201868,0
11125,arizona,200,29,45,0.644,19,29,0.655,10,16,0.625,6,11,0.545,1,24,25,19,3,7,15,22,74,24,54,0.444,17,35,0.486,7,19,0.368,18,21,0.857,3,15,18,13,4,2,8,15,73,127201868,1
11126,virginia-military-institute,200,28,62,0.452,18,44,0.409,10,18,0.556,4,6,0.667,6,26,32,13,3,2,14,24,70,24,50,0.48,18,26,0.692,6,24,0.25,15,22,0.682,4,25,29,15,3,4,13,11,69,127201869,1
11127,chattanooga,200,24,50,0.48,18,26,0.692,6,24,0.25,15,22,0.682,4,25,29,15,3,4,13,11,69,28,62,0.452,18,44,0.409,10,18,0.556,4,6,0.667,6,26,32,13,3,2,14,24,70,127201869,0
11128,northern-colorado,200,24,65,0.369,17,47,0.362,7,18,0.389,10,13,0.769,10,28,38,14,2,2,7,16,65,25,57,0.439,21,44,0.477,4,13,0.308,13,17,0.765,5,29,34,10,3,3,6,16,67,127201870,0
11129,eastern-washington,200,25,57,0.439,21,44,0.477,4,13,0.308,13,17,0.765,5,29,34,10,3,3,6,16,67,24,65,0.369,17,47,0.362,7,18,0.389,10,13,0.769,10,28,38,14,2,2,7,16,65,127201870,1
11130,texas-arlington,200,23,53,0.434,17,34,0.5,6,19,0.316,7,15,0.467,12,26,38,12,4,3,18,20,59,24,55,0.436,15,31,0.484,9,24,0.375,17,24,0.708,7,20,27,6,9,2,10,19,74,127201871,0
11131,georgia-southern,200,24,55,0.436,15,31,0.484,9,24,0.375,17,24,0.708,7,20,27,6,9,2,10,19,74,23,53,0.434,17,34,0.5,6,19,0.316,7,15,0.467,12,26,38,12,4,3,18,20,59,127201871,1
11132,mcneese-state,200,29,59,0.492,20,39,0.513,9,20,0.45,13,15,0.867,4,23,27,16,5,7,10,23,80,25,56,0.446,19,40,0.475,6,16,0.375,30,39,0.769,10,27,37,10,6,3,10,19,86,127201872,0
11133,lamar,200,25,56,0.446,19,40,0.475,6,16,0.375,30,39,0.769,10,27,37,10,6,3,10,19,86,29,59,0.492,20,39,0.513,9,20,0.45,13,15,0.867,4,23,27,16,5,7,10,23,80,127201872,1
11134,hartford,200,28,65,0.431,16,30,0.533,12,35,0.343,9,11,0.818,9,25,34,16,10,5,11,19,77,27,61,0.443,19,30,0.633,8,31,0.258,8,13,0.615,11,26,37,20,6,3,18,16,70,127201873,1
11135,massachusetts-lowell,200,27,61,0.443,19,30,0.633,8,31,0.258,8,13,0.615,11,26,37,20,6,3,18,16,70,28,65,0.431,16,30,0.533,12,35,0.343,9,11,0.818,9,25,34,16,10,5,11,19,77,127201873,0
11136,jackson-state,200,25,57,0.439,15,27,0.556,10,30,0.333,7,14,0.5,9,19,28,11,7,2,14,24,67,23,44,0.523,16,32,0.5,7,12,0.583,19,28,0.679,6,25,31,11,8,1,16,17,72,127201874,0
11137,mississippi-valley-state,200,23,44,0.523,16,32,0.5,7,12,0.583,19,28,0.679,6,25,31,11,8,1,16,17,72,25,57,0.439,15,27,0.556,10,30,0.333,7,14,0.5,9,19,28,11,7,2,14,24,67,127201874,1
11138,nebraska-christian,200,30,72,0.417,22,45,0.489,8,27,0.296,6,11,0.545,12,22,34,14,5,3,12,21,74,39,76,0.513,27,47,0.574,12,29,0.414,15,23,0.652,19,31,50,27,3,5,7,17,105,127201875,0
11139,oral-roberts,200,39,76,0.513,27,47,0.574,12,29,0.414,15,23,0.652,19,31,50,27,3,5,7,17,105,30,72,0.417,22,45,0.489,8,27,0.296,6,11,0.545,12,22,34,14,5,3,12,21,74,127201875,1
11140,wyoming,225,30,68,0.441,21,36,0.583,9,32,0.281,21,27,0.778,5,25,30,17,7,4,11,26,90,30,62,0.484,26,47,0.553,4,15,0.267,22,28,0.786,6,33,39,20,2,0,21,24,86,127201876,1
11141,san-jose-state,225,30,62,0.484,26,47,0.553,4,15,0.267,22,28,0.786,6,33,39,20,2,0,21,24,86,30,68,0.441,21,36,0.583,9,32,0.281,21,27,0.778,5,25,30,17,7,4,11,26,90,127201876,0
11142,ipfw,200,30,74,0.405,20,45,0.444,10,29,0.345,6,9,0.667,7,27,34,11,9,2,5,13,76,28,68,0.412,19,34,0.559,9,34,0.265,13,18,0.722,12,34,46,10,3,3,14,10,78,127201877,0
11143,south-dakota-state,200,28,68,0.412,19,34,0.559,9,34,0.265,13,18,0.722,12,34,46,10,3,3,14,10,78,30,74,0.405,20,45,0.444,10,29,0.345,6,9,0.667,7,27,34,11,9,2,5,13,76,127201877,1
11144,grand-canyon,200,22,59,0.373,18,44,0.409,4,15,0.267,8,13,0.615,17,24,41,16,2,2,16,25,56,20,47,0.426,14,36,0.389,6,11,0.545,22,30,0.733,5,21,26,14,7,3,7,16,68,127201878,0
11145,utah-valley,200,20,47,0.426,14,36,0.389,6,11,0.545,22,30,0.733,5,21,26,14,7,3,7,16,68,22,59,0.373,18,44,0.409,4,15,0.267,8,13,0.615,17,24,41,16,2,2,16,25,56,127201878,1
11146,prairie-view,200,27,47,0.574,17,28,0.607,10,19,0.526,22,33,0.667,7,17,24,14,5,3,12,21,86,29,58,0.5,24,44,0.545,5,14,0.357,17,21,0.81,8,16,24,8,8,2,10,28,80,127201879,1
11147,alabama-state,200,29,58,0.5,24,44,0.545,5,14,0.357,17,21,0.81,8,16,24,8,8,2,10,28,80,27,47,0.574,17,28,0.607,10,19,0.526,22,33,0.667,7,17,24,14,5,3,12,21,86,127201879,0
11148,oklahoma-state,200,20,52,0.385,13,28,0.464,7,24,0.292,18,23,0.783,11,25,36,11,2,2,16,16,65,24,61,0.393,16,39,0.41,8,22,0.364,10,18,0.556,12,20,32,14,9,7,8,19,66,127201880,0
11149,arkansas,200,24,61,0.393,16,39,0.41,8,22,0.364,10,18,0.556,12,20,32,14,9,7,8,19,66,20,52,0.385,13,28,0.464,7,24,0.292,18,23,0.783,11,25,36,11,2,2,16,16,65,127201880,1
11150,louisiana-state,200,25,58,0.431,21,40,0.525,4,18,0.222,16,19,0.842,9,13,22,12,11,1,16,15,70,33,61,0.541,19,29,0.655,14,32,0.438,15,19,0.789,13,22,35,21,7,4,17,20,95,127201881,0
11151,auburn,199,33,61,0.541,19,29,0.655,14,32,0.438,15,19,0.789,13,22,35,21,7,4,17,20,95,25,58,0.431,21,40,0.525,4,18,0.222,16,19,0.842,9,13,22,12,11,1,16,15,70,127201881,1
11152,southern-illinois-edwardsville,200,25,57,0.439,17,37,0.459,8,20,0.4,14,16,0.875,6,23,29,7,3,1,16,27,72,25,55,0.455,16,30,0.533,9,25,0.36,24,32,0.75,9,25,34,13,7,1,9,15,83,127201882,0
11153,belmont,200,25,55,0.455,16,30,0.533,9,25,0.36,24,32,0.75,9,25,34,13,7,1,9,15,83,25,57,0.439,17,37,0.459,8,20,0.4,14,16,0.875,6,23,29,7,3,1,16,27,72,127201882,1
11154,harvard,200,25,50,0.5,14,32,0.438,11,18,0.611,25,29,0.862,4,22,26,9,9,5,16,25,86,22,54,0.407,15,31,0.484,7,23,0.304,26,30,0.867,9,17,26,11,6,3,14,24,77,127201883,1
11155,brown,200,22,54,0.407,15,31,0.484,7,23,0.304,26,30,0.867,9,17,26,11,6,3,14,24,77,25,50,0.5,14,32,0.438,11,18,0.611,25,29,0.862,4,22,26,9,9,5,16,25,86,127201883,0
11156,south-dakota,200,25,64,0.391,18,42,0.429,7,22,0.318,11,12,0.917,8,18,26,13,8,3,10,18,68,31,56,0.554,20,37,0.541,11,19,0.579,11,16,0.688,9,29,38,20,3,4,16,16,84,127201884,0
11157,denver,200,31,56,0.554,20,37,0.541,11,19,0.579,11,16,0.688,9,29,38,20,3,4,16,16,84,25,64,0.391,18,42,0.429,7,22,0.318,11,12,0.917,8,18,26,13,8,3,10,18,68,127201884,1
11158,florida-am,200,28,51,0.549,18,30,0.6,10,21,0.476,9,13,0.692,3,24,27,19,3,3,20,23,75,22,59,0.373,17,36,0.472,5,23,0.217,22,24,0.917,11,20,31,16,2,0,17,17,71,127201885,1
11159,hampton,200,22,59,0.373,17,36,0.472,5,23,0.217,22,24,0.917,11,20,31,16,2,0,17,17,71,28,51,0.549,18,30,0.6,10,21,0.476,9,13,0.692,3,24,27,19,3,3,20,23,75,127201885,0
11160,cincinnati,200,22,51,0.431,14,33,0.424,8,18,0.444,10,19,0.526,10,21,31,15,4,4,14,27,62,14,45,0.311,11,28,0.393,3,17,0.176,17,29,0.586,7,19,26,4,5,4,11,18,48,127201886,1
11161,memphis,200,14,45,0.311,11,28,0.393,3,17,0.176,17,29,0.586,7,19,26,4,5,4,11,18,48,22,51,0.431,14,33,0.424,8,18,0.444,10,19,0.526,10,21,31,15,4,4,14,27,62,127201886,0
11162,southern-illinois,200,30,47,0.638,22,34,0.647,8,13,0.615,11,17,0.647,3,22,25,13,5,2,10,14,79,25,53,0.472,14,26,0.538,11,27,0.407,16,18,0.889,5,17,22,17,5,4,8,19,77,127201887,1
11163,missouri-state,200,25,53,0.472,14,26,0.538,11,27,0.407,16,18,0.889,5,17,22,17,5,4,8,19,77,30,47,0.638,22,34,0.647,8,13,0.615,11,17,0.647,3,22,25,13,5,2,10,14,79,127201887,0
11164,bethune-cookman,200,22,63,0.349,18,42,0.429,4,21,0.19,22,35,0.629,12,31,43,10,7,3,18,24,70,24,73,0.329,17,51,0.333,7,22,0.318,16,25,0.64,19,29,48,11,5,3,18,27,71,127201888,0
11165,norfolk-state,200,24,73,0.329,17,51,0.333,7,22,0.318,16,25,0.64,19,29,48,11,5,3,18,27,71,22,63,0.349,18,42,0.429,4,21,0.19,22,35,0.629,12,31,43,10,7,3,18,24,70,127201888,1
11166,florida-international,225,26,65,0.4,23,47,0.489,3,18,0.167,12,20,0.6,14,20,34,8,8,2,10,22,67,22,54,0.407,15,34,0.441,7,20,0.35,18,25,0.72,11,27,38,10,4,7,20,14,69,127201889,0
11167,north-texas,224,22,54,0.407,15,34,0.441,7,20,0.35,18,25,0.72,11,27,38,10,4,7,20,14,69,26,65,0.4,23,47,0.489,3,18,0.167,12,20,0.6,14,20,34,8,8,2,10,22,67,127201889,1
11168,santa-clara,200,26,47,0.553,16,26,0.615,10,21,0.476,11,15,0.733,7,24,31,18,4,2,11,14,73,23,61,0.377,17,42,0.405,6,19,0.316,7,9,0.778,8,14,22,15,5,1,7,15,59,127201890,1
11169,pepperdine,200,23,61,0.377,17,42,0.405,6,19,0.316,7,9,0.778,8,14,22,15,5,1,7,15,59,26,47,0.553,16,26,0.615,10,21,0.476,11,15,0.733,7,24,31,18,4,2,11,14,73,127201890,0
11170,alcorn-state,200,16,59,0.271,12,46,0.261,4,13,0.308,12,14,0.857,10,22,32,4,3,1,5,16,48,21,53,0.396,14,32,0.438,7,21,0.333,12,21,0.571,12,30,42,7,1,5,11,13,61,127201891,0
11171,southern,200,21,53,0.396,14,32,0.438,7,21,0.333,12,21,0.571,12,30,42,7,1,5,11,13,61,16,59,0.271,12,46,0.261,4,13,0.308,12,14,0.857,10,22,32,4,3,1,5,16,48,127201891,1
11172,texas-southern,200,21,50,0.42,17,37,0.459,4,13,0.308,12,19,0.632,2,23,25,9,10,3,13,16,58,21,53,0.396,16,38,0.421,5,15,0.333,9,22,0.409,11,28,39,6,5,5,19,25,56,127201892,1
11173,alabama-am,200,21,53,0.396,16,38,0.421,5,15,0.333,9,22,0.409,11,28,39,6,5,5,19,25,56,21,50,0.42,17,37,0.459,4,13,0.308,12,19,0.632,2,23,25,9,10,3,13,16,58,127201892,0
11174,niagara,200,31,59,0.525,16,33,0.485,15,26,0.577,28,32,0.875,14,30,44,11,2,6,18,20,105,32,72,0.444,23,47,0.489,9,25,0.36,16,24,0.667,13,13,26,21,6,1,8,25,89,127201893,1
11175,canisius,200,32,72,0.444,23,47,0.489,9,25,0.36,16,24,0.667,13,13,26,21,6,1,8,25,89,31,59,0.525,16,33,0.485,15,26,0.577,28,32,0.875,14,30,44,11,2,6,18,20,105,127201893,0
11176,old-dominion,200,31,62,0.5,22,42,0.524,9,20,0.45,17,23,0.739,18,19,37,11,8,3,5,18,88,22,40,0.55,13,23,0.565,9,17,0.529,13,19,0.684,2,15,17,13,2,3,13,18,66,127201894,1
11177,charlotte,200,22,40,0.55,13,23,0.565,9,17,0.529,13,19,0.684,2,15,17,13,2,3,13,18,66,31,62,0.5,22,42,0.524,9,20,0.45,17,23,0.739,18,19,37,11,8,3,5,18,88,127201894,0
11178,hofstra,200,23,57,0.404,14,34,0.412,9,23,0.391,9,13,0.692,7,22,29,8,4,3,4,12,64,24,51,0.471,21,37,0.568,3,14,0.214,8,15,0.533,6,25,31,8,1,1,11,16,59,127201895,1
11179,delaware,200,24,51,0.471,21,37,0.568,3,14,0.214,8,15,0.533,6,25,31,8,1,1,11,16,59,23,57,0.404,14,34,0.412,9,23,0.391,9,13,0.692,7,22,29,8,4,3,4,12,64,127201895,0
11180,jacksonville,200,28,67,0.418,26,49,0.531,2,18,0.111,4,6,0.667,4,25,29,9,10,0,8,16,62,27,59,0.458,26,50,0.52,1,9,0.111,13,20,0.65,9,35,44,5,5,1,14,6,68,127201896,0
11181,florida-gulf-coast,200,27,59,0.458,26,50,0.52,1,9,0.111,13,20,0.65,9,35,44,5,5,1,14,6,68,28,67,0.418,26,49,0.531,2,18,0.111,4,6,0.667,4,25,29,9,10,0,8,16,62,127201896,1
11182,utah-state,162,21,43,0.488,10,20,0.5,11,23,0.478,3,4,0.75,5,11,16,10,2,2,4,16,56,22,49,0.449,15,30,0.5,7,19,0.368,11,19,0.579,11,25,36,13,3,3,15,16,62,127201897,0
11183,fresno-state,200,22,49,0.449,15,30,0.5,7,19,0.368,11,19,0.579,11,25,36,13,3,3,15,16,62,21,43,0.488,10,20,0.5,11,23,0.478,3,4,0.75,5,11,16,10,2,2,4,16,56,127201897,1
11184,navy,200,28,57,0.491,20,33,0.606,8,24,0.333,13,16,0.813,8,18,26,20,9,0,9,12,77,24,47,0.511,12,25,0.48,12,22,0.545,15,18,0.833,5,19,24,17,4,0,15,17,75,127201898,1
11185,lehigh,200,24,47,0.511,12,25,0.48,12,22,0.545,15,18,0.833,5,19,24,17,4,0,15,17,75,28,57,0.491,20,33,0.606,8,24,0.333,13,16,0.813,8,18,26,20,9,0,9,12,77,127201898,0
11186,southern-mississippi,200,22,58,0.379,13,31,0.419,9,27,0.333,13,20,0.65,8,21,29,12,3,2,9,18,66,32,57,0.561,18,29,0.621,14,28,0.5,11,21,0.524,7,26,33,21,4,4,9,13,89,127201899,0
11187,louisiana-tech,200,32,57,0.561,18,29,0.621,14,28,0.5,11,21,0.524,7,26,33,21,4,4,9,13,89,22,58,0.379,13,31,0.419,9,27,0.333,13,20,0.65,8,21,29,12,3,2,9,18,66,127201899,1
11188,iona,200,30,55,0.545,22,38,0.579,8,17,0.471,10,14,0.714,4,21,25,20,9,4,6,16,78,24,60,0.4,16,41,0.39,8,19,0.421,9,16,0.563,15,22,37,14,1,2,11,13,65,1272018100,1
11189,manhattan,200,24,60,0.4,16,41,0.39,8,19,0.421,9,16,0.563,15,22,37,14,1,2,11,13,65,30,55,0.545,22,38,0.579,8,17,0.471,10,14,0.714,4,21,25,20,9,4,6,16,78,1272018100,0
11190,texas-el-paso,200,17,51,0.333,12,30,0.4,5,21,0.238,11,19,0.579,4,19,23,6,8,1,14,18,50,28,56,0.5,21,35,0.6,7,21,0.333,18,21,0.857,7,33,40,19,10,1,12,19,81,1272018101,0
11191,middle-tennessee,200,28,56,0.5,21,35,0.6,7,21,0.333,18,21,0.857,7,33,40,19,10,1,12,19,81,17,51,0.333,12,30,0.4,5,21,0.238,11,19,0.579,4,19,23,6,8,1,14,18,50,1272018101,1
11192,southeastern-louisiana,200,24,49,0.49,19,35,0.543,5,14,0.357,14,19,0.737,5,21,26,16,5,2,17,20,67,23,49,0.469,22,39,0.564,1,10,0.1,16,24,0.667,6,23,29,7,9,3,17,22,63,1272018102,1
11193,nicholls-state,200,23,49,0.469,22,39,0.564,1,10,0.1,16,24,0.667,6,23,29,7,9,3,17,22,63,24,49,0.49,19,35,0.543,5,14,0.357,14,19,0.737,5,21,26,16,5,2,17,20,67,1272018102,0
11194,william-mary,200,29,52,0.558,19,27,0.704,10,25,0.4,16,22,0.727,3,23,26,15,7,1,12,17,84,30,69,0.435,18,40,0.45,12,29,0.414,9,14,0.643,17,21,38,11,7,2,11,14,81,1272018103,1
11195,north-carolina-wilmington,200,30,69,0.435,18,40,0.45,12,29,0.414,9,14,0.643,17,21,38,11,7,2,11,14,81,29,52,0.558,19,27,0.704,10,25,0.4,16,22,0.727,3,23,26,15,7,1,12,17,84,1272018103,0
11196,saint-josephs,200,21,68,0.309,15,44,0.341,6,24,0.25,8,13,0.615,5,26,31,8,9,3,7,18,56,25,59,0.424,18,27,0.667,7,32,0.219,10,14,0.714,9,38,47,10,1,2,15,18,67,1272018104,0
11197,pennsylvania,200,25,59,0.424,18,27,0.667,7,32,0.219,10,14,0.714,9,38,47,10,1,2,15,18,67,21,68,0.309,15,44,0.341,6,24,0.25,8,13,0.615,5,26,31,8,9,3,7,18,56,1272018104,1
11198,sam-houston-state,200,20,51,0.392,16,32,0.5,4,19,0.211,22,30,0.733,8,12,20,7,10,0,10,19,66,31,47,0.66,25,32,0.781,6,15,0.4,14,18,0.778,7,23,30,14,4,2,19,23,82,1272018105,0
11199,stephen-f-austin,200,31,47,0.66,25,32,0.781,6,15,0.4,14,18,0.778,7,23,30,14,4,2,19,23,82,20,51,0.392,16,32,0.5,4,19,0.211,22,30,0.733,8,12,20,7,10,0,10,19,66,1272018105,1
11200,albany-ny,200,18,50,0.36,14,37,0.378,4,13,0.308,17,21,0.81,8,28,36,7,5,3,15,17,57,21,57,0.368,15,35,0.429,6,22,0.273,2,5,0.4,4,22,26,6,6,4,13,22,50,1272018106,1
11201,stony-brook,200,21,57,0.368,15,35,0.429,6,22,0.273,2,5,0.4,4,22,26,6,6,4,13,22,50,18,50,0.36,14,37,0.378,4,13,0.308,17,21,0.81,8,28,36,7,5,3,15,17,57,1272018106,0
11202,bowling-green-state,200,27,64,0.422,19,44,0.432,8,20,0.4,13,19,0.684,6,14,20,14,8,1,5,19,75,39,58,0.672,31,41,0.756,8,17,0.471,15,19,0.789,8,30,38,19,3,4,12,16,101,1272018107,0
11203,toledo,200,39,58,0.672,31,41,0.756,8,17,0.471,15,19,0.789,8,30,38,19,3,4,12,16,101,27,64,0.422,19,44,0.432,8,20,0.4,13,19,0.684,6,14,20,14,8,1,5,19,75,1272018107,1
11204,kentucky,200,26,58,0.448,18,40,0.45,8,18,0.444,23,29,0.793,20,27,47,16,1,7,16,20,83,27,68,0.397,17,44,0.386,10,24,0.417,12,18,0.667,14,16,30,12,6,7,6,23,76,1272018108,1
11205,west-virginia,200,27,68,0.397,17,44,0.386,10,24,0.417,12,18,0.667,14,16,30,12,6,7,6,23,76,26,58,0.448,18,40,0.45,8,18,0.444,23,29,0.793,20,27,47,16,1,7,16,20,83,1272018108,0
11206,marshall,200,26,64,0.406,16,32,0.5,10,32,0.313,12,14,0.857,5,24,29,14,5,5,12,27,74,30,63,0.476,25,50,0.5,5,13,0.385,20,26,0.769,8,33,41,10,5,4,13,18,85,1272018109,0
11207,western-kentucky,200,30,63,0.476,25,50,0.5,5,13,0.385,20,26,0.769,8,33,41,10,5,4,13,18,85,26,64,0.406,16,32,0.5,10,32,0.313,12,14,0.857,5,24,29,14,5,5,12,27,74,1272018109,1
11208,east-tennessee-state,200,27,51,0.529,19,28,0.679,8,23,0.348,13,15,0.867,6,25,31,15,4,5,10,16,75,20,54,0.37,12,29,0.414,8,25,0.32,14,18,0.778,7,17,24,12,5,0,12,15,62,1272018110,1
11209,wofford,200,20,54,0.37,12,29,0.414,8,25,0.32,14,18,0.778,7,17,24,12,5,0,12,15,62,27,51,0.529,19,28,0.679,8,23,0.348,13,15,0.867,6,25,31,15,4,5,10,16,75,1272018110,0
11210,dartmouth,200,25,55,0.455,21,38,0.553,4,17,0.235,10,15,0.667,11,21,32,18,7,1,12,13,64,28,55,0.509,19,33,0.576,9,22,0.409,9,11,0.818,5,20,25,16,6,2,10,14,74,1272018111,0
11211,yale,200,28,55,0.509,19,33,0.576,9,22,0.409,9,11,0.818,5,20,25,16,6,2,10,14,74,25,55,0.455,21,38,0.553,4,17,0.235,10,15,0.667,11,21,32,18,7,1,12,13,64,1272018111,1
11212,texas-san-antonio,200,32,66,0.485,17,38,0.447,15,28,0.536,3,5,0.6,9,22,31,24,10,3,13,17,82,27,57,0.474,22,37,0.595,5,20,0.25,11,16,0.688,9,25,34,18,3,6,13,9,70,1272018112,1
11213,alabama-birmingham,200,27,57,0.474,22,37,0.595,5,20,0.25,11,16,0.688,9,25,34,18,3,6,13,9,70,32,66,0.485,17,38,0.447,15,28,0.536,3,5,0.6,9,22,31,24,10,3,13,17,82,1272018112,0
11214,colorado,200,26,61,0.426,20,41,0.488,6,20,0.3,8,9,0.889,8,33,41,17,4,8,16,22,66,27,64,0.422,17,33,0.515,10,31,0.323,16,22,0.727,4,26,30,15,8,7,7,16,80,1272018113,0
11215,arizona-state,200,27,64,0.422,17,33,0.515,10,31,0.323,16,22,0.727,4,26,30,15,8,7,7,16,80,26,61,0.426,20,41,0.488,6,20,0.3,8,9,0.889,8,33,41,17,4,8,16,22,66,1272018113,1
11216,grambling,200,25,59,0.424,20,44,0.455,5,15,0.333,14,26,0.538,8,30,38,10,13,0,15,20,69,25,53,0.472,19,31,0.613,6,22,0.273,12,22,0.545,3,27,30,15,9,4,18,20,68,1272018114,1
11217,arkansas-pine-bluff,200,25,53,0.472,19,31,0.613,6,22,0.273,12,22,0.545,3,27,30,15,9,4,18,20,68,25,59,0.424,20,44,0.455,5,15,0.333,14,26,0.538,8,30,38,10,13,0,15,20,69,1272018114,0
11218,morehead-state,200,21,55,0.382,12,31,0.387,9,24,0.375,25,35,0.714,10,21,31,12,7,4,18,35,76,30,52,0.577,23,38,0.605,7,14,0.5,25,40,0.625,10,24,34,20,7,1,17,27,92,1272018115,0
11219,austin-peay,200,30,52,0.577,23,38,0.605,7,14,0.5,25,40,0.625,10,24,34,20,7,1,17,27,92,21,55,0.382,12,31,0.387,9,24,0.375,25,35,0.714,10,21,31,12,7,4,18,35,76,1272018115,1
11220,cal-poly,200,19,49,0.388,9,28,0.321,10,21,0.476,8,9,0.889,3,14,17,9,2,2,12,20,56,30,56,0.536,20,38,0.526,10,18,0.556,10,15,0.667,10,26,36,13,5,4,9,14,80,1272018116,0
11221,california-davis,200,30,56,0.536,20,38,0.526,10,18,0.556,10,15,0.667,10,26,36,13,5,4,9,14,80,19,49,0.388,9,28,0.321,10,21,0.476,8,9,0.889,3,14,17,9,2,2,12,20,56,1272018116,1
11222,california-santa-barbara,200,26,59,0.441,17,32,0.531,9,27,0.333,15,23,0.652,8,24,32,13,7,2,5,16,76,26,59,0.441,16,33,0.485,10,26,0.385,7,11,0.636,7,27,34,14,3,1,12,21,69,1272018117,1
11223,california-riverside,200,26,59,0.441,16,33,0.485,10,26,0.385,7,11,0.636,7,27,34,14,3,1,12,21,69,26,59,0.441,17,32,0.531,9,27,0.333,15,23,0.652,8,24,32,13,7,2,5,16,76,1272018117,0
11224,georgetown,200,25,55,0.455,14,29,0.483,11,26,0.423,16,17,0.941,8,22,30,17,4,2,15,25,77,27,51,0.529,17,26,0.654,10,25,0.4,21,26,0.808,2,21,23,13,6,1,11,16,85,1272018118,0
11225,creighton,200,27,51,0.529,17,26,0.654,10,25,0.4,21,26,0.808,2,21,23,13,6,1,11,16,85,25,55,0.455,14,29,0.483,11,26,0.423,16,17,0.941,8,22,30,17,4,2,15,25,77,1272018118,1
11226,san-francisco,200,28,55,0.509,19,37,0.514,9,18,0.5,8,11,0.727,5,21,26,10,5,2,14,21,73,28,56,0.5,21,34,0.618,7,22,0.318,19,23,0.826,8,19,27,10,5,3,8,11,82,1272018119,0
11227,gonzaga,200,28,56,0.5,21,34,0.618,7,22,0.318,19,23,0.826,8,19,27,10,5,3,8,11,82,28,55,0.509,19,37,0.514,9,18,0.5,8,11,0.727,5,21,26,10,5,2,14,21,73,1272018119,1
11228,southeast-missouri-state,200,18,47,0.383,10,22,0.455,8,25,0.32,16,23,0.696,6,13,19,11,6,1,16,18,60,28,57,0.491,21,36,0.583,7,21,0.333,15,19,0.789,13,24,37,19,8,3,13,21,78,1272018120,0
11229,jacksonville-state,200,28,57,0.491,21,36,0.583,7,21,0.333,15,19,0.789,13,24,37,19,8,3,13,21,78,18,47,0.383,10,22,0.455,8,25,0.32,16,23,0.696,6,13,19,11,6,1,16,18,60,1272018120,1
11230,wake-forest,200,29,61,0.475,22,43,0.512,7,18,0.389,12,16,0.75,11,27,38,12,4,2,20,17,77,36,71,0.507,26,46,0.565,10,25,0.4,14,17,0.824,9,23,32,20,12,5,7,13,96,1272018121,0
11231,louisville,200,36,71,0.507,26,46,0.565,10,25,0.4,14,17,0.824,9,23,32,20,12,5,7,13,96,29,61,0.475,22,43,0.512,7,18,0.389,12,16,0.75,11,27,38,12,4,2,20,17,77,1272018121,1
11232,missouri,200,26,57,0.456,20,35,0.571,6,22,0.273,4,8,0.5,9,21,30,11,4,3,19,20,62,29,53,0.547,23,37,0.622,6,16,0.375,10,14,0.714,5,20,25,17,10,7,13,11,74,1272018122,0
11233,mississippi-state,200,29,53,0.547,23,37,0.622,6,16,0.375,10,14,0.714,5,20,25,17,10,7,13,11,74,26,57,0.456,20,35,0.571,6,22,0.273,4,8,0.5,9,21,30,11,4,3,19,20,62,1272018122,1
11234,new-mexico-state,200,29,72,0.403,23,48,0.479,6,24,0.25,9,12,0.75,17,27,44,14,6,3,10,11,73,20,55,0.364,15,27,0.556,5,28,0.179,3,9,0.333,9,21,30,7,5,3,15,12,48,1272018123,1
11235,missouri-kansas-city,200,20,55,0.364,15,27,0.556,5,28,0.179,3,9,0.333,9,21,30,7,5,3,15,12,48,29,72,0.403,23,48,0.479,6,24,0.25,9,12,0.75,17,27,44,14,6,3,10,11,73,1272018123,0
11236,eastern-kentucky,200,27,56,0.482,25,45,0.556,2,11,0.182,17,26,0.654,6,15,21,10,10,2,8,13,73,33,54,0.611,22,34,0.647,11,20,0.55,11,17,0.647,7,28,35,18,6,0,13,22,88,1272018124,0
11237,murray-state,200,33,54,0.611,22,34,0.647,11,20,0.55,11,17,0.647,7,28,35,18,6,0,13,22,88,27,56,0.482,25,45,0.556,2,11,0.182,17,26,0.654,6,15,21,10,10,2,8,13,73,1272018124,1
11238,iowa,200,33,66,0.5,24,45,0.533,9,21,0.429,9,14,0.643,11,17,28,20,6,3,8,22,84,30,52,0.577,19,33,0.576,11,19,0.579,27,36,0.75,11,25,36,18,5,4,11,14,98,1272018125,0
